Datetime,MultiplierSum,SignalSum
2022-07-14 11:30:00-04:00,-37.0,-5.0
2022-07-14 12:30:00-04:00,-23.0,-6.0
2022-07-14 13:30:00-04:00,23.0,9.0
2022-07-14 14:30:00-04:00,47.0,10.0
2022-07-14 15:30:00-04:00,45.0,10.0
2022-07-15 09:30:00-04:00,78.0,13.0
2022-07-15 10:30:00-04:00,78.0,16.0
2022-07-15 11:30:00-04:00,56.0,8.0
2022-07-15 12:30:00-04:00,66.0,12.0
2022-07-15 13:30:00-04:00,57.0,7.0
2022-07-15 14:30:00-04:00,38.0,-1.0
2022-07-15 15:30:00-04:00,66.0,14.0
2022-07-18 09:30:00-04:00,36.0,-3.0
2022-07-18 10:30:00-04:00,25.0,3.0
2022-07-18 11:30:00-04:00,24.0,5.0
2022-07-18 12:30:00-04:00,18.0,-3.0
2022-07-18 13:30:00-04:00,-27.0,-9.0
2022-07-18 14:30:00-04:00,-51.0,-13.0
2022-07-18 15:30:00-04:00,-74.0,-14.0
2022-07-19 09:30:00-04:00,8.0,5.0
2022-07-19 10:30:00-04:00,21.0,2.0
2022-07-19 11:30:00-04:00,27.0,2.0
2022-07-19 12:30:00-04:00,28.0,5.0
2022-07-19 13:30:00-04:00,32.0,1.0
2022-07-19 14:30:00-04:00,49.0,3.0
2022-07-19 15:30:00-04:00,54.0,8.0
2022-07-20 09:30:00-04:00,52.0,11.0
2022-07-20 10:30:00-04:00,64.0,11.0
2022-07-20 11:30:00-04:00,72.0,12.0
2022-07-20 12:30:00-04:00,74.0,12.0
2022-07-20 13:30:00-04:00,71.0,13.0
2022-07-20 14:30:00-04:00,68.0,11.0
2022-07-20 15:30:00-04:00,52.0,7.0
2022-07-21 09:30:00-04:00,52.0,11.0
2022-07-21 10:30:00-04:00,42.0,11.0
2022-07-21 11:30:00-04:00,34.0,-1.0
2022-07-21 12:30:00-04:00,46.0,8.0
2022-07-21 13:30:00-04:00,58.0,13.0
2022-07-21 14:30:00-04:00,58.0,9.0
2022-07-21 15:30:00-04:00,67.0,14.0
2022-07-22 09:30:00-04:00,24.0,-3.0
2022-07-22 10:30:00-04:00,3.0,-9.0
2022-07-22 11:30:00-04:00,-52.0,-15.0
2022-07-22 12:30:00-04:00,-67.0,-21.0
2022-07-22 13:30:00-04:00,-96.0,-24.0
2022-07-22 14:30:00-04:00,-86.0,-18.0
2022-07-22 15:30:00-04:00,-88.0,-20.0
2022-07-25 09:30:00-04:00,-79.0,-15.0
2022-07-25 10:30:00-04:00,-64.0,-17.0
2022-07-25 11:30:00-04:00,-52.0,-11.0
2022-07-25 12:30:00-04:00,-60.0,-10.0
2022-07-25 13:30:00-04:00,-70.0,-16.0
2022-07-25 14:30:00-04:00,-74.0,-14.0
2022-07-25 15:30:00-04:00,-40.0,-4.0
2022-07-26 09:30:00-04:00,-60.0,-10.0
2022-07-26 10:30:00-04:00,-47.0,-5.0
2022-07-26 11:30:00-04:00,-48.0,-6.0
2022-07-26 12:30:00-04:00,-34.0,-3.0
2022-07-26 13:30:00-04:00,-45.0,-5.0
2022-07-26 14:30:00-04:00,-63.0,-11.0
2022-07-26 15:30:00-04:00,-69.0,-17.0
2022-07-27 09:30:00-04:00,-5.0,13.0
2022-07-27 10:30:00-04:00,0.0,5.0
2022-07-27 11:30:00-04:00,16.0,10.0
2022-07-27 12:30:00-04:00,11.0,4.0
2022-07-27 13:30:00-04:00,7.0,0.0
2022-07-27 14:30:00-04:00,67.0,17.0
2022-07-27 15:30:00-04:00,70.0,16.0
2022-07-28 09:30:00-04:00,20.0,0.0
2022-07-28 10:30:00-04:00,72.0,13.0
2022-07-28 11:30:00-04:00,75.0,16.0
2022-07-28 12:30:00-04:00,71.0,16.0
2022-07-28 13:30:00-04:00,66.0,17.0
2022-07-28 14:30:00-04:00,78.0,17.0
2022-07-28 15:30:00-04:00,70.0,19.0
2022-07-29 09:30:00-04:00,63.0,13.0
2022-07-29 10:30:00-04:00,70.0,14.0
2022-07-29 11:30:00-04:00,62.0,11.0
2022-07-29 12:30:00-04:00,60.0,10.0
2022-07-29 13:30:00-04:00,73.0,15.0
2022-07-29 14:30:00-04:00,84.0,16.0
2022-07-29 15:30:00-04:00,80.0,13.0
2022-08-01 09:30:00-04:00,72.0,13.0
2022-08-01 10:30:00-04:00,71.0,16.0
2022-08-01 11:30:00-04:00,81.0,15.0
2022-08-01 12:30:00-04:00,63.0,12.0
2022-08-01 13:30:00-04:00,47.0,-1.0
2022-08-01 14:30:00-04:00,48.0,6.0
2022-08-01 15:30:00-04:00,47.0,7.0
2022-08-02 09:30:00-04:00,17.0,1.0
2022-08-02 10:30:00-04:00,22.0,4.0
2022-08-02 11:30:00-04:00,62.0,17.0
2022-08-02 12:30:00-04:00,37.0,3.0
2022-08-02 13:30:00-04:00,10.0,0.0
2022-08-02 14:30:00-04:00,1.0,-3.0
2022-08-02 15:30:00-04:00,-11.0,-5.0
2022-08-03 09:30:00-04:00,-6.0,-7.0
2022-08-03 10:30:00-04:00,-15.0,-12.0
2022-08-03 11:30:00-04:00,-9.0,-7.0
2022-08-03 12:30:00-04:00,7.0,-5.0
2022-08-03 13:30:00-04:00,10.0,-7.0
2022-08-03 14:30:00-04:00,1.0,-4.0
2022-08-03 15:30:00-04:00,-18.0,-12.0
2022-08-04 09:30:00-04:00,-34.0,-8.0
2022-08-04 10:30:00-04:00,-44.0,-13.0
2022-08-04 11:30:00-04:00,-18.0,-10.0
2022-08-04 12:30:00-04:00,-36.0,-17.0
2022-08-04 13:30:00-04:00,-38.0,-16.0
2022-08-04 14:30:00-04:00,-28.0,-16.0
2022-08-04 15:30:00-04:00,-63.0,-18.0
2022-08-05 09:30:00-04:00,-75.0,-19.0
2022-08-05 10:30:00-04:00,-97.0,-20.0
2022-08-05 11:30:00-04:00,-77.0,-14.0
2022-08-05 12:30:00-04:00,-46.0,-10.0
2022-08-05 13:30:00-04:00,-72.0,-19.0
2022-08-05 14:30:00-04:00,-53.0,-11.0
2022-08-05 15:30:00-04:00,4.0,7.0
2022-08-08 09:30:00-04:00,30.0,5.0
2022-08-08 10:30:00-04:00,24.0,4.0
2022-08-08 11:30:00-04:00,-10.0,-4.0
2022-08-08 12:30:00-04:00,-14.0,-5.0
2022-08-08 13:30:00-04:00,-12.0,1.0
2022-08-08 14:30:00-04:00,-9.0,3.0
2022-08-08 15:30:00-04:00,-9.0,4.0
2022-08-09 09:30:00-04:00,-17.0,-1.0
2022-08-09 10:30:00-04:00,-18.0,-3.0
2022-08-09 11:30:00-04:00,-24.0,-3.0
2022-08-09 12:30:00-04:00,-17.0,-1.0
2022-08-09 13:30:00-04:00,-30.0,-3.0
2022-08-09 14:30:00-04:00,-19.0,-5.0
2022-08-09 15:30:00-04:00,-8.0,6.0
2022-08-10 09:30:00-04:00,61.0,11.0
2022-08-10 10:30:00-04:00,70.0,16.0
2022-08-10 11:30:00-04:00,82.0,21.0
2022-08-10 12:30:00-04:00,88.0,20.0
2022-08-10 13:30:00-04:00,79.0,17.0
2022-08-10 14:30:00-04:00,56.0,14.0
2022-08-10 15:30:00-04:00,62.0,10.0
2022-08-11 09:30:00-04:00,64.0,14.0
2022-08-11 10:30:00-04:00,36.0,9.0
2022-08-11 11:30:00-04:00,6.0,4.0
2022-08-11 12:30:00-04:00,8.0,1.0
2022-08-11 13:30:00-04:00,6.0,1.0
2022-08-11 14:30:00-04:00,-12.0,2.0
2022-08-11 15:30:00-04:00,-10.0,-2.0
2022-08-12 09:30:00-04:00,16.0,8.0
2022-08-12 10:30:00-04:00,45.0,9.0
2022-08-12 11:30:00-04:00,60.0,11.0
2022-08-12 12:30:00-04:00,69.0,13.0
2022-08-12 13:30:00-04:00,78.0,13.0
2022-08-12 14:30:00-04:00,79.0,16.0
2022-08-12 15:30:00-04:00,91.0,20.0
2022-08-15 09:30:00-04:00,53.0,4.0
2022-08-15 10:30:00-04:00,25.0,-4.0
2022-08-15 11:30:00-04:00,28.0,1.0
2022-08-15 12:30:00-04:00,23.0,-7.0
2022-08-15 13:30:00-04:00,22.0,-4.0
2022-08-15 14:30:00-04:00,22.0,-2.0
2022-08-15 15:30:00-04:00,38.0,-1.0
2022-08-16 09:30:00-04:00,25.0,-5.0
2022-08-16 10:30:00-04:00,31.0,-2.0
2022-08-16 11:30:00-04:00,27.0,-1.0
2022-08-16 12:30:00-04:00,31.0,-2.0
2022-08-16 13:30:00-04:00,25.0,-2.0
2022-08-16 14:30:00-04:00,14.0,-1.0
2022-08-16 15:30:00-04:00,17.0,0.0
2022-08-17 09:30:00-04:00,-72.0,-18.0
2022-08-17 10:30:00-04:00,-88.0,-21.0
2022-08-17 11:30:00-04:00,-85.0,-18.0
2022-08-17 12:30:00-04:00,-80.0,-24.0
2022-08-17 13:30:00-04:00,-83.0,-16.0
2022-08-17 14:30:00-04:00,-110.0,-28.0
2022-08-17 15:30:00-04:00,-96.0,-25.0
2022-08-18 09:30:00-04:00,-89.0,-19.0
2022-08-18 10:30:00-04:00,-59.0,-11.0
2022-08-18 11:30:00-04:00,-78.0,-15.0
2022-08-18 12:30:00-04:00,-69.0,-15.0
2022-08-18 13:30:00-04:00,-54.0,-10.0
2022-08-18 14:30:00-04:00,-43.0,-6.0
2022-08-18 15:30:00-04:00,-33.0,-3.0
2022-08-19 09:30:00-04:00,-81.0,-17.0
2022-08-19 10:30:00-04:00,-93.0,-18.0
2022-08-19 11:30:00-04:00,-74.0,-15.0
2022-08-19 12:30:00-04:00,-62.0,-9.0
2022-08-19 13:30:00-04:00,-53.0,0.0
2022-08-19 14:30:00-04:00,-52.0,-3.0
2022-08-19 15:30:00-04:00,-39.0,-1.0
2022-08-22 09:30:00-04:00,-31.0,-1.0
2022-08-22 10:30:00-04:00,-32.0,-4.0
2022-08-22 11:30:00-04:00,-47.0,-4.0
2022-08-22 12:30:00-04:00,-47.0,-2.0
2022-08-22 13:30:00-04:00,-53.0,-1.0
2022-08-22 14:30:00-04:00,-61.0,-4.0
2022-08-22 15:30:00-04:00,-71.0,-7.0
2022-08-23 09:30:00-04:00,-38.0,2.0
2022-08-23 10:30:00-04:00,-46.0,-2.0
2022-08-23 11:30:00-04:00,-29.0,1.0
2022-08-23 12:30:00-04:00,-37.0,-2.0
2022-08-23 13:30:00-04:00,-41.0,1.0
2022-08-23 14:30:00-04:00,-20.0,6.0
2022-08-23 15:30:00-04:00,-29.0,2.0
2022-08-24 09:30:00-04:00,-36.0,4.0
2022-08-24 10:30:00-04:00,-39.0,2.0
2022-08-24 11:30:00-04:00,-27.0,4.0
2022-08-24 12:30:00-04:00,-59.0,-5.0
2022-08-24 13:30:00-04:00,-36.0,4.0
2022-08-24 14:30:00-04:00,-39.0,1.0
2022-08-24 15:30:00-04:00,-44.0,0.0
2022-08-25 09:30:00-04:00,18.0,17.0
2022-08-25 10:30:00-04:00,13.0,14.0
2022-08-25 11:30:00-04:00,17.0,16.0
2022-08-25 12:30:00-04:00,15.0,15.0
2022-08-25 13:30:00-04:00,21.0,15.0
2022-08-25 14:30:00-04:00,29.0,15.0
2022-08-25 15:30:00-04:00,31.0,15.0
2022-08-26 09:30:00-04:00,-33.0,-6.0
2022-08-26 10:30:00-04:00,-92.0,-16.0
2022-08-26 11:30:00-04:00,-78.0,-12.0
2022-08-26 12:30:00-04:00,-82.0,-14.0
2022-08-26 13:30:00-04:00,-84.0,-10.0
2022-08-26 14:30:00-04:00,-80.0,-8.0
2022-08-26 15:30:00-04:00,-104.0,-16.0
2022-08-29 09:30:00-04:00,-77.0,-9.0
2022-08-29 10:30:00-04:00,-80.0,-12.0
2022-08-29 11:30:00-04:00,-44.0,1.0
2022-08-29 12:30:00-04:00,-5.0,6.0
2022-08-29 13:30:00-04:00,5.0,9.0
2022-08-29 14:30:00-04:00,2.0,6.0
2022-08-29 15:30:00-04:00,-27.0,-2.0
2022-08-30 09:30:00-04:00,-61.0,-5.0
2022-08-30 10:30:00-04:00,-26.0,-3.0
2022-08-30 11:30:00-04:00,-24.0,-1.0
2022-08-30 12:30:00-04:00,-56.0,-9.0
2022-08-30 13:30:00-04:00,-47.0,-4.0
2022-08-30 14:30:00-04:00,-10.0,3.0
2022-08-30 15:30:00-04:00,-10.0,4.0
2022-08-31 09:30:00-04:00,11.0,6.0
2022-08-31 10:30:00-04:00,1.0,2.0
2022-08-31 11:30:00-04:00,-8.0,3.0
2022-08-31 12:30:00-04:00,-27.0,-2.0
2022-08-31 13:30:00-04:00,-27.0,3.0
2022-08-31 14:30:00-04:00,-31.0,1.0
2022-08-31 15:30:00-04:00,-50.0,-10.0
2022-09-01 09:30:00-04:00,-38.0,-3.0
2022-09-01 10:30:00-04:00,-26.0,-1.0
2022-09-01 11:30:00-04:00,-14.0,1.0
2022-09-01 12:30:00-04:00,-12.0,2.0
2022-09-01 13:30:00-04:00,20.0,5.0
2022-09-01 14:30:00-04:00,33.0,8.0
2022-09-01 15:30:00-04:00,45.0,12.0
2022-09-02 09:30:00-04:00,48.0,12.0
2022-09-02 10:30:00-04:00,41.0,5.0
2022-09-02 11:30:00-04:00,19.0,4.0
2022-09-02 12:30:00-04:00,-23.0,-3.0
2022-09-02 13:30:00-04:00,-24.0,0.0
2022-09-02 14:30:00-04:00,-37.0,-5.0
2022-09-02 15:30:00-04:00,-43.0,-12.0
2022-09-06 09:30:00-04:00,-71.0,-11.0
2022-09-06 10:30:00-04:00,-39.0,2.0
2022-09-06 11:30:00-04:00,-37.0,-7.0
2022-09-06 12:30:00-04:00,-61.0,-7.0
2022-09-06 13:30:00-04:00,-39.0,-1.0
2022-09-06 14:30:00-04:00,-46.0,-4.0
2022-09-06 15:30:00-04:00,-51.0,-7.0
2022-09-07 09:30:00-04:00,-21.0,6.0
2022-09-07 10:30:00-04:00,0.0,9.0
2022-09-07 11:30:00-04:00,3.0,8.0
2022-09-07 12:30:00-04:00,1.0,6.0
2022-09-07 13:30:00-04:00,1.0,3.0
2022-09-07 14:30:00-04:00,13.0,9.0
2022-09-07 15:30:00-04:00,20.0,7.0
2022-09-08 09:30:00-04:00,13.0,6.0
2022-09-08 10:30:00-04:00,1.0,-1.0
2022-09-08 11:30:00-04:00,-47.0,-5.0
2022-09-08 12:30:00-04:00,-2.0,7.0
2022-09-08 13:30:00-04:00,-3.0,3.0
2022-09-08 14:30:00-04:00,0.0,3.0
2022-09-08 15:30:00-04:00,25.0,13.0
2022-09-09 09:30:00-04:00,42.0,12.0
2022-09-09 10:30:00-04:00,53.0,14.0
2022-09-09 11:30:00-04:00,61.0,16.0
2022-09-09 12:30:00-04:00,46.0,13.0
2022-09-09 13:30:00-04:00,50.0,17.0
2022-09-09 14:30:00-04:00,52.0,18.0
2022-09-09 15:30:00-04:00,61.0,21.0
2022-09-12 09:30:00-04:00,72.0,17.0
2022-09-12 10:30:00-04:00,72.0,15.0
2022-09-12 11:30:00-04:00,72.0,16.0
2022-09-12 12:30:00-04:00,75.0,18.0
2022-09-12 13:30:00-04:00,68.0,21.0
2022-09-12 14:30:00-04:00,64.0,21.0
2022-09-12 15:30:00-04:00,74.0,20.0
2022-09-13 09:30:00-04:00,-16.0,-12.0
2022-09-13 10:30:00-04:00,-39.0,-5.0
2022-09-13 11:30:00-04:00,-37.0,-7.0
2022-09-13 12:30:00-04:00,-49.0,-5.0
2022-09-13 13:30:00-04:00,-48.0,-6.0
2022-09-13 14:30:00-04:00,-52.0,-7.0
2022-09-13 15:30:00-04:00,-68.0,-5.0
2022-09-14 09:30:00-04:00,-76.0,-7.0
2022-09-14 10:30:00-04:00,-70.0,-9.0
2022-09-14 11:30:00-04:00,-73.0,-8.0
2022-09-14 12:30:00-04:00,-79.0,-19.0
2022-09-14 13:30:00-04:00,-90.0,-17.0
2022-09-14 14:30:00-04:00,-87.0,-21.0
2022-09-14 15:30:00-04:00,-69.0,-16.0
2022-09-15 09:30:00-04:00,-89.0,-22.0
2022-09-15 10:30:00-04:00,-79.0,-11.0
2022-09-15 11:30:00-04:00,-81.0,-14.0
2022-09-15 12:30:00-04:00,-54.0,-4.0
2022-09-15 13:30:00-04:00,-55.0,-10.0
2022-09-15 14:30:00-04:00,-65.0,-6.0
2022-09-15 15:30:00-04:00,-70.0,-10.0
2022-09-16 09:30:00-04:00,-57.0,-2.0
2022-09-16 10:30:00-04:00,-58.0,-9.0
2022-09-16 11:30:00-04:00,-52.0,-6.0
2022-09-16 12:30:00-04:00,-48.0,-4.0
2022-09-16 13:30:00-04:00,-40.0,-4.0
2022-09-16 14:30:00-04:00,-45.0,-8.0
2022-09-16 15:30:00-04:00,-44.0,-1.0
2022-09-19 09:30:00-04:00,-43.0,-4.0
2022-09-19 10:30:00-04:00,-48.0,-6.0
2022-09-19 11:30:00-04:00,-41.0,-5.0
2022-09-19 12:30:00-04:00,-42.0,-9.0
2022-09-19 13:30:00-04:00,-46.0,-6.0
2022-09-19 14:30:00-04:00,-19.0,0.0
2022-09-19 15:30:00-04:00,-10.0,-4.0
2022-09-20 09:30:00-04:00,-33.0,-6.0
2022-09-20 10:30:00-04:00,-66.0,-7.0
2022-09-20 11:30:00-04:00,-66.0,-7.0
2022-09-20 12:30:00-04:00,-63.0,-11.0
2022-09-20 13:30:00-04:00,-58.0,-3.0
2022-09-20 14:30:00-04:00,-30.0,3.0
2022-09-20 15:30:00-04:00,-11.0,8.0
2022-09-21 09:30:00-04:00,7.0,8.0
2022-09-21 10:30:00-04:00,16.0,8.0
2022-09-21 11:30:00-04:00,17.0,8.0
2022-09-21 12:30:00-04:00,14.0,15.0
2022-09-21 13:30:00-04:00,-61.0,-7.0
2022-09-21 14:30:00-04:00,-72.0,-5.0
2022-09-21 15:30:00-04:00,-75.0,-10.0
2022-09-22 09:30:00-04:00,-67.0,-6.0
2022-09-22 10:30:00-04:00,-47.0,3.0
2022-09-22 11:30:00-04:00,-55.0,-1.0
2022-09-22 12:30:00-04:00,-36.0,1.0
2022-09-22 13:30:00-04:00,-41.0,-5.0
2022-09-22 14:30:00-04:00,1.0,8.0
2022-09-22 15:30:00-04:00,-26.0,-3.0
2022-09-23 09:30:00-04:00,-34.0,3.0
2022-09-23 10:30:00-04:00,-39.0,-5.0
2022-09-23 11:30:00-04:00,-40.0,-3.0
2022-09-23 12:30:00-04:00,-30.0,-5.0
2022-09-23 13:30:00-04:00,-24.0,-4.0
2022-09-23 14:30:00-04:00,8.0,8.0
2022-09-23 15:30:00-04:00,40.0,16.0
2022-09-26 09:30:00-04:00,52.0,16.0
2022-09-26 10:30:00-04:00,2.0,-1.0
2022-09-26 11:30:00-04:00,-23.0,-3.0
2022-09-26 12:30:00-04:00,-35.0,-8.0
2022-09-26 13:30:00-04:00,-24.0,1.0
2022-09-26 14:30:00-04:00,-5.0,-1.0
2022-09-26 15:30:00-04:00,-11.0,2.0
2022-09-27 09:30:00-04:00,28.0,10.0
2022-09-27 10:30:00-04:00,25.0,11.0
2022-09-27 11:30:00-04:00,-28.0,-12.0
2022-09-27 12:30:00-04:00,-61.0,-11.0
2022-09-27 13:30:00-04:00,-71.0,-14.0
2022-09-27 14:30:00-04:00,-55.0,-11.0
2022-09-27 15:30:00-04:00,-35.0,-3.0
2022-09-28 09:30:00-04:00,-10.0,-1.0
2022-09-28 10:30:00-04:00,3.0,7.0
2022-09-28 11:30:00-04:00,24.0,2.0
2022-09-28 12:30:00-04:00,26.0,5.0
2022-09-28 13:30:00-04:00,25.0,7.0
2022-09-28 14:30:00-04:00,33.0,10.0
2022-09-28 15:30:00-04:00,38.0,18.0
2022-09-29 09:30:00-04:00,-52.0,-15.0
2022-09-29 10:30:00-04:00,-48.0,-3.0
2022-09-29 11:30:00-04:00,-53.0,-8.0
2022-09-29 12:30:00-04:00,-72.0,-12.0
2022-09-29 13:30:00-04:00,-82.0,-17.0
2022-09-29 14:30:00-04:00,-54.0,-7.0
2022-09-29 15:30:00-04:00,-26.0,3.0
2022-09-30 09:30:00-04:00,-12.0,3.0
2022-09-30 10:30:00-04:00,-3.0,7.0
2022-09-30 11:30:00-04:00,-51.0,-6.0
2022-09-30 12:30:00-04:00,-54.0,-8.0
2022-09-30 13:30:00-04:00,-72.0,-14.0
2022-09-30 14:30:00-04:00,-91.0,-14.0
2022-09-30 15:30:00-04:00,-99.0,-20.0
2022-10-03 09:30:00-04:00,-14.0,12.0
2022-10-03 10:30:00-04:00,-2.0,8.0
2022-10-03 11:30:00-04:00,-4.0,4.0
2022-10-03 12:30:00-04:00,6.0,7.0
2022-10-03 13:30:00-04:00,28.0,8.0
2022-10-03 14:30:00-04:00,41.0,11.0
2022-10-03 15:30:00-04:00,39.0,9.0
2022-10-04 09:30:00-04:00,61.0,15.0
2022-10-04 10:30:00-04:00,73.0,15.0
2022-10-04 11:30:00-04:00,57.0,17.0
2022-10-04 12:30:00-04:00,69.0,17.0
2022-10-04 13:30:00-04:00,69.0,18.0
2022-10-04 14:30:00-04:00,75.0,17.0
2022-10-04 15:30:00-04:00,68.0,17.0
2022-10-05 09:30:00-04:00,12.0,1.0
2022-10-05 10:30:00-04:00,-2.0,-2.0
2022-10-05 11:30:00-04:00,8.0,3.0
2022-10-05 12:30:00-04:00,32.0,10.0
2022-10-05 13:30:00-04:00,31.0,6.0
2022-10-05 14:30:00-04:00,46.0,13.0
2022-10-05 15:30:00-04:00,40.0,10.0
2022-10-06 09:30:00-04:00,22.0,1.0
2022-10-06 10:30:00-04:00,9.0,4.0
2022-10-06 11:30:00-04:00,20.0,6.0
2022-10-06 12:30:00-04:00,33.0,12.0
2022-10-06 13:30:00-04:00,22.0,6.0
2022-10-06 14:30:00-04:00,14.0,7.0
2022-10-06 15:30:00-04:00,-4.0,2.0
2022-10-07 09:30:00-04:00,-49.0,-7.0
2022-10-07 10:30:00-04:00,-69.0,-13.0
2022-10-07 11:30:00-04:00,-58.0,-9.0
2022-10-07 12:30:00-04:00,-58.0,-6.0
2022-10-07 13:30:00-04:00,-68.0,-11.0
2022-10-07 14:30:00-04:00,-79.0,-16.0
2022-10-07 15:30:00-04:00,-56.0,-8.0
2022-10-10 09:30:00-04:00,-58.0,-12.0
2022-10-10 10:30:00-04:00,-62.0,-8.0
2022-10-10 11:30:00-04:00,-69.0,-10.0
2022-10-10 12:30:00-04:00,-76.0,-15.0
2022-10-10 13:30:00-04:00,-73.0,-16.0
2022-10-10 14:30:00-04:00,-76.0,-15.0
2022-10-10 15:30:00-04:00,-62.0,-8.0
2022-10-11 09:30:00-04:00,-71.0,-8.0
2022-10-11 10:30:00-04:00,-63.0,-10.0
2022-10-11 11:30:00-04:00,-46.0,-6.0
2022-10-11 12:30:00-04:00,-36.0,0.0
2022-10-11 13:30:00-04:00,-37.0,-4.0
2022-10-11 14:30:00-04:00,-80.0,-18.0
2022-10-11 15:30:00-04:00,-76.0,-15.0
2022-10-12 09:30:00-04:00,-81.0,-17.0
2022-10-12 10:30:00-04:00,-83.0,-12.0
2022-10-12 11:30:00-04:00,-65.0,-8.0
2022-10-12 12:30:00-04:00,-71.0,-11.0
2022-10-12 13:30:00-04:00,-44.0,-3.0
2022-10-12 14:30:00-04:00,-56.0,-12.0
2022-10-12 15:30:00-04:00,-63.0,-2.0
2022-10-13 09:30:00-04:00,-84.0,-12.0
2022-10-13 10:30:00-04:00,-2.0,15.0
2022-10-13 11:30:00-04:00,10.0,7.0
2022-10-13 12:30:00-04:00,37.0,12.0
2022-10-13 13:30:00-04:00,19.0,10.0
2022-10-13 14:30:00-04:00,24.0,10.0
2022-10-13 15:30:00-04:00,22.0,17.0
2022-10-14 09:30:00-04:00,-9.0,3.0
2022-10-14 10:30:00-04:00,-7.0,3.0
2022-10-14 11:30:00-04:00,-18.0,3.0
2022-10-14 12:30:00-04:00,-23.0,0.0
2022-10-14 13:30:00-04:00,-25.0,4.0
2022-10-14 14:30:00-04:00,-21.0,-1.0
2022-10-14 15:30:00-04:00,-25.0,-1.0
2022-10-17 09:30:00-04:00,21.0,17.0
2022-10-17 10:30:00-04:00,22.0,12.0
2022-10-17 11:30:00-04:00,40.0,15.0
2022-10-17 12:30:00-04:00,58.0,21.0
2022-10-17 13:30:00-04:00,37.0,13.0
2022-10-17 14:30:00-04:00,51.0,17.0
2022-10-17 15:30:00-04:00,48.0,15.0
2022-10-18 09:30:00-04:00,66.0,21.0
2022-10-18 10:30:00-04:00,56.0,16.0
2022-10-18 11:30:00-04:00,58.0,20.0
2022-10-18 12:30:00-04:00,61.0,19.0
2022-10-18 13:30:00-04:00,76.0,24.0
2022-10-18 14:30:00-04:00,68.0,15.0
2022-10-18 15:30:00-04:00,76.0,22.0
2022-10-19 09:30:00-04:00,50.0,6.0
2022-10-19 10:30:00-04:00,43.0,13.0
2022-10-19 11:30:00-04:00,31.0,9.0
2022-10-19 12:30:00-04:00,14.0,5.0
2022-10-19 13:30:00-04:00,17.0,5.0
2022-10-19 14:30:00-04:00,1.0,5.0
2022-10-19 15:30:00-04:00,8.0,5.0
2022-10-20 09:30:00-04:00,20.0,0.0
2022-10-20 10:30:00-04:00,9.0,-1.0
2022-10-20 11:30:00-04:00,-20.0,-8.0
2022-10-20 12:30:00-04:00,-37.0,-11.0
2022-10-20 13:30:00-04:00,-76.0,-15.0
2022-10-20 14:30:00-04:00,-87.0,-23.0
2022-10-20 15:30:00-04:00,-85.0,-20.0
2022-10-21 09:30:00-04:00,-67.0,-13.0
2022-10-21 10:30:00-04:00,-47.0,-8.0
2022-10-21 11:30:00-04:00,-39.0,-7.0
2022-10-21 12:30:00-04:00,-7.0,0.0
2022-10-21 13:30:00-04:00,10.0,4.0
2022-10-21 14:30:00-04:00,32.0,11.0
2022-10-21 15:30:00-04:00,46.0,8.0
2022-10-24 09:30:00-04:00,16.0,1.0
2022-10-24 10:30:00-04:00,37.0,4.0
2022-10-24 11:30:00-04:00,50.0,11.0
2022-10-24 12:30:00-04:00,45.0,6.0
2022-10-24 13:30:00-04:00,39.0,10.0
2022-10-24 14:30:00-04:00,46.0,8.0
2022-10-24 15:30:00-04:00,47.0,7.0
2022-10-25 09:30:00-04:00,76.0,19.0
2022-10-25 10:30:00-04:00,83.0,17.0
2022-10-25 11:30:00-04:00,97.0,18.0
2022-10-25 12:30:00-04:00,101.0,18.0
2022-10-25 13:30:00-04:00,105.0,20.0
2022-10-25 14:30:00-04:00,102.0,20.0
2022-10-25 15:30:00-04:00,101.0,20.0
2022-10-26 09:30:00-04:00,70.0,5.0
2022-10-26 10:30:00-04:00,74.0,12.0
2022-10-26 11:30:00-04:00,73.0,14.0
2022-10-26 12:30:00-04:00,70.0,9.0
2022-10-26 13:30:00-04:00,47.0,8.0
2022-10-26 14:30:00-04:00,25.0,7.0
2022-10-26 15:30:00-04:00,13.0,6.0
2022-10-27 09:30:00-04:00,40.0,8.0
2022-10-27 10:30:00-04:00,17.0,5.0
2022-10-27 11:30:00-04:00,1.0,0.0
2022-10-27 12:30:00-04:00,-6.0,-4.0
2022-10-27 13:30:00-04:00,-21.0,-9.0
2022-10-27 14:30:00-04:00,-24.0,-3.0
2022-10-27 15:30:00-04:00,-37.0,-13.0
2022-10-28 09:30:00-04:00,-30.0,-3.0
2022-10-28 10:30:00-04:00,-21.0,-6.0
2022-10-28 11:30:00-04:00,4.0,1.0
2022-10-28 12:30:00-04:00,23.0,-1.0
2022-10-28 13:30:00-04:00,24.0,-5.0
2022-10-28 14:30:00-04:00,38.0,2.0
2022-10-28 15:30:00-04:00,24.0,-4.0
2022-10-31 09:30:00-04:00,-26.0,-10.0
2022-10-31 10:30:00-04:00,-28.0,-9.0
2022-10-31 11:30:00-04:00,-41.0,-19.0
2022-10-31 12:30:00-04:00,-60.0,-20.0
2022-10-31 13:30:00-04:00,-79.0,-19.0
2022-10-31 14:30:00-04:00,-75.0,-21.0
2022-10-31 15:30:00-04:00,-92.0,-20.0
